Primary County Coordinates;County;City;Year;Estimate
(42.0801864, -92.0656912);Benton;VINTON;2014;5149.0
(42.0801864, -92.0656912);Benton;LUZERNE;2014;94.0
(42.0801864, -92.0656912);Benton;SHELLSBURG;2014;953.0
(42.0801864, -92.0656912);Benton;BLAIRSTOWN;2014;674.0
(42.0801864, -92.0656912);Benton;BELLE PLAINE;2014;2469.0
(42.0801864, -92.0656912);Benton;URBANA;2014;1450.0
(42.0801864, -92.0656912);Benton;KEYSTONE;2014;612.0
(42.0801864, -92.0656912);Benton;NEWHALL;2014;851.0
(42.0801864, -92.0656912);Benton;BALANCE OF BENTON COUNTY;2014;8869.0
(42.0801864, -92.0656912);Benton;URBANA;2013;1442.0
(42.0801864, -92.0656912);Benton;NEWHALL;2013;856.0
(42.0801864, -92.0656912);Benton;VAN HORNE;2013;670.0
(42.0801864, -92.0656912);Benton;SHELLSBURG;2013;964.0
(42.0801864, -92.0656912);Benton;BELLE PLAINE;2013;2483.0
(42.0801864, -92.0656912);Benton;VINTON;2013;5176.0
(42.0801864, -92.0656912);Benton;MOUNT AUBURN;2013;147.0
(42.0801864, -92.0656912);Benton;WALFORD;2013;1061.0
(42.0801864, -92.0656912);Benton;BALANCE OF BENTON COUNTY;2013;8906.0
(42.0801864, -92.0656912);Benton;KEYSTONE;2013;611.0
(42.0801864, -92.0656912);Benton;LUZERNE;2013;94.0
(42.0801864, -92.0656912);Benton;ATKINS;2013;1721.0
(42.0801864, -92.0656912);Benton;GARRISON;2013;365.0
(42.0801864, -92.0656912);Benton;BLAIRSTOWN;2013;676.0
(42.0801864, -92.0656912);Benton;NORWAY;2013;534.0
(42.0801864, -92.0656912);Benton;LUZERNE;2012;95.0
(42.0801864, -92.0656912);Benton;WALFORD;2012;1067.0
(42.0801864, -92.0656912);Benton;KEYSTONE;2012;613.0
(42.0801864, -92.0656912);Benton;URBANA;2012;1442.0
(42.0801864, -92.0656912);Benton;BELLE PLAINE;2012;2511.0
(42.0801864, -92.0656912);Benton;NORWAY;2012;537.0
(42.0801864, -92.0656912);Benton;BALANCE OF BENTON COUNTY;2012;8962.0
(42.0801864, -92.0656912);Benton;ATKINS;2012;1695.0
(42.0801864, -92.0656912);Benton;MOUNT AUBURN;2012;149.0
(42.0801864, -92.0656912);Benton;NEWHALL;2012;863.0
(42.0801864, -92.0656912);Benton;VINTON;2012;5206.0
(42.0801864, -92.0656912);Benton;BLAIRSTOWN;2012;682.0
(42.0801864, -92.0656912);Benton;SHELLSBURG;2012;973.0
(42.0801864, -92.0656912);Benton;VAN HORNE;2012;674.0
(42.0801864, -92.0656912);Benton;GARRISON;2012;367.0
(42.0801864, -92.0656912);Benton;BELLE PLAINE;2011;2529.0
(42.0801864, -92.0656912);Benton;VAN HORNE;2011;683.0
(42.0801864, -92.0656912);Benton;VINTON;2011;5255.0
(42.0801864, -92.0656912);Benton;BLAIRSTOWN;2011;690.0
(42.0801864, -92.0656912);Benton;SHELLSBURG;2011;985.0
(42.0801864, -92.0656912);Benton;NEWHALL;2011;872.0
(42.0801864, -92.0656912);Benton;MOUNT AUBURN;2011;150.0
(42.0801864, -92.0656912);Benton;GARRISON;2011;371.0
(42.0801864, -92.0656912);Benton;WALFORD;2011;1079.0
(42.0801864, -92.0656912);Benton;ATKINS;2011;1689.0
(42.0801864, -92.0656912);Benton;LUZERNE;2011;96.0
(42.0801864, -92.0656912);Benton;NORWAY;2011;545.0
(42.0801864, -92.0656912);Benton;URBANA;2011;1460.0
(42.0801864, -92.0656912);Benton;KEYSTONE;2011;618.0
(42.0801864, -92.0656912);Benton;BALANCE OF BENTON COUNTY;2011;9057.0
(42.0801864, -92.0656912);Benton;VAN HORNE;2010;684.0
(42.0801864, -92.0656912);Benton;BLAIRSTOWN;2010;691.0
(42.0801864, -92.0656912);Benton;BALANCE OF BENTON COUNTY;2010;9050.0
(42.0801864, -92.0656912);Benton;WALFORD;2010;1075.0
(42.0801864, -92.0656912);Benton;URBANA;2010;1459.0
(42.0801864, -92.0656912);Benton;VINTON;2010;5250.0
(42.0801864, -92.0656912);Benton;ATKINS;2010;1673.0
(42.0801864, -92.0656912);Benton;NEWHALL;2010;874.0
(42.0801864, -92.0656912);Benton;BELLE PLAINE;2010;2529.0
(42.0801864, -92.0656912);Benton;GARRISON;2010;371.0
(42.0801864, -92.0656912);Benton;MOUNT AUBURN;2010;150.0
(42.0801864, -92.0656912);Benton;SHELLSBURG;2010;982.0
(42.0801864, -92.0656912);Benton;KEYSTONE;2010;621.0
(42.0801864, -92.0656912);Benton;LUZERNE;2010;96.0
(42.0801864, -92.0656912);Benton;NORWAY;2010;544.0
(42.0801864, -92.0656912);Benton;BLAIRSTOWN;2010;692.0
(42.0801864, -92.0656912);Benton;GARRISON;2010;371.0
(42.0801864, -92.0656912);Benton;NORWAY;2010;545.0
(42.0801864, -92.0656912);Benton;VAN HORNE;2010;682.0
(42.0801864, -92.0656912);Benton;BELLE PLAINE;2010;2534.0
(42.0801864, -92.0656912);Benton;NEWHALL;2010;875.0
(42.0801864, -92.0656912);Benton;MOUNT AUBURN;2010;150.0
(42.0801864, -92.0656912);Benton;VINTON;2010;5257.0
(42.0801864, -92.0656912);Benton;ATKINS;2010;1670.0
(42.0801864, -92.0656912);Benton;URBANA;2010;1458.0
(42.0801864, -92.0656912);Benton;BALANCE OF BENTON COUNTY;2010;9060.0
(42.0801864, -92.0656912);Benton;LUZERNE;2010;96.0
(42.0801864, -92.0656912);Benton;KEYSTONE;2010;622.0
(42.0801864, -92.0656912);Benton;WALFORD;2010;1081.0
(42.0801864, -92.0656912);Benton;SHELLSBURG;2010;983.0
(42.4700957, -92.3088197);Black Hawk;EVANSDALE;2017;4763.0
(42.4700957, -92.3088197);Black Hawk;CEDAR FALLS;2017;41570.0
(42.4700957, -92.3088197);Black Hawk;JANESVILLE;2017;129.0
(42.4700957, -92.3088197);Black Hawk;RAYMOND;2017;804.0
(42.4700957, -92.3088197);Black Hawk;BALANCE OF BLACK HAWK COUNTY;2017;10332.0
(42.4700957, -92.3088197);Black Hawk;GILBERTVILLE;2017;735.0
(42.4700957, -92.3088197);Black Hawk;WATERLOO;2017;67587.0
(42.4700957, -92.3088197);Black Hawk;JESUP;2017;125.0
(42.4700957, -92.3088197);Black Hawk;HUDSON;2017;2354.0
(42.4700957, -92.3088197);Black Hawk;LA PORTE CITY;2017;2272.0
(42.4700957, -92.3088197);Black Hawk;ELK RUN HEIGHTS;2017;1142.0
(42.4700957, -92.3088197);Black Hawk;DUNKERTON;2017;835.0
(42.4700957, -92.3088197);Black Hawk;CEDAR FALLS;2016;41358.0
(42.4700957, -92.3088197);Black Hawk;RAYMOND;2016;813.0
(42.4700957, -92.3088197);Black Hawk;WATERLOO;2016;67868.0
(42.4700957, -92.3088197);Black Hawk;HUDSON;2016;2349.0
(42.4700957, -92.3088197);Black Hawk;ELK RUN HEIGHTS;2016;1145.0
(42.4700957, -92.3088197);Black Hawk;JANESVILLE;2016;130.0
(42.4700957, -92.3088197);Black Hawk;EVANSDALE;2016;4772.0
(42.4700957, -92.3088197);Black Hawk;LA PORTE CITY;2016;2279.0
(42.4700957, -92.3088197);Black Hawk;JESUP;2016;126.0
(42.4700957, -92.3088197);Black Hawk;DUNKERTON;2016;838.0
(42.4700957, -92.3088197);Black Hawk;BALANCE OF BLACK HAWK COUNTY;2016;10393.0
(42.4700957, -92.3088197);Black Hawk;GILBERTVILLE;2016;742.0
(42.4700957, -92.3088197);Black Hawk;GILBERTVILLE;2015;747.0
(42.4700957, -92.3088197);Black Hawk;RAYMOND;2015;820.0
(42.4700957, -92.3088197);Black Hawk;BALANCE OF BLACK HAWK COUNTY;2015;10467.0
(42.4700957, -92.3088197);Black Hawk;ELK RUN HEIGHTS;2015;1143.0
(42.4700957, -92.3088197);Black Hawk;DUNKERTON;2015;846.0
(42.4700957, -92.3088197);Black Hawk;JESUP;2015;127.0
(42.4700957, -92.3088197);Black Hawk;HUDSON;2015;2363.0
(42.4700957, -92.3088197);Black Hawk;CEDAR FALLS;2015;41316.0
(42.4700957, -92.3088197);Black Hawk;WATERLOO;2015;68377.0
(42.4700957, -92.3088197);Black Hawk;EVANSDALE;2015;4803.0
(42.4700957, -92.3088197);Black Hawk;JANESVILLE;2015;129.0
(42.4700957, -92.3088197);Black Hawk;LA PORTE CITY;2015;2297.0
(42.4700957, -92.3088197);Black Hawk;DUNKERTON;2014;848.0
(42.4700957, -92.3088197);Black Hawk;WATERLOO;2014;68437.0
(42.4700957, -92.3088197);Black Hawk;JANESVILLE;2014;129.0
(42.4700957, -92.3088197);Black Hawk;CEDAR FALLS;2014;40969.0
(42.4700957, -92.3088197);Black Hawk;RAYMOND;2014;814.0
(42.4700957, -92.3088197);Black Hawk;EVANSDALE;2014;4798.0
(42.4700957, -92.3088197);Black Hawk;ELK RUN HEIGHTS;2014;1134.0
(42.4700957, -92.3088197);Black Hawk;GILBERTVILLE;2014;748.0
(42.4700957, -92.3088197);Black Hawk;LA PORTE CITY;2014;2299.0
(42.4700957, -92.3088197);Black Hawk;BALANCE OF BLACK HAWK COUNTY;2014;10468.0
(42.4700957, -92.3088197);Black Hawk;JESUP;2014;124.0
(42.4700957, -92.3088197);Black Hawk;HUDSON;2014;2355.0
(42.4700957, -92.3088197);Black Hawk;RAYMOND;2013;798.0
(42.4700957, -92.3088197);Black Hawk;BALANCE OF BLACK HAWK COUNTY;2013;10461.0
(42.4700957, -92.3088197);Black Hawk;GILBERTVILLE;2013;745.0
(42.4700957, -92.3088197);Black Hawk;WATERLOO;2013;68525.0
(42.4700957, -92.3088197);Black Hawk;CEDAR FALLS;2013;40609.0
(42.4700957, -92.3088197);Black Hawk;JESUP;2013;124.0
(42.4700957, -92.3088197);Black Hawk;DUNKERTON;2013;849.0
(42.4700957, -92.3088197);Black Hawk;HUDSON;2013;2334.0
(42.4700957, -92.3088197);Black Hawk;JANESVILLE;2013;129.0
(42.4700957, -92.3088197);Black Hawk;EVANSDALE;2013;4777.0
(42.4700957, -92.3088197);Black Hawk;LA PORTE CITY;2013;2297.0
(42.4700957, -92.3088197);Black Hawk;ELK RUN HEIGHTS;2013;1133.0
(42.4700957, -92.3088197);Black Hawk;JESUP;2012;120.0
(42.4700957, -92.3088197);Black Hawk;WATERLOO;2012;68396.0
(42.4700957, -92.3088197);Black Hawk;RAYMOND;2012;797.0
(42.4700957, -92.3088197);Black Hawk;ELK RUN HEIGHTS;2012;1132.0
(42.4700957, -92.3088197);Black Hawk;BALANCE OF BLACK HAWK COUNTY;2012;10427.0
(42.4700957, -92.3088197);Black Hawk;LA PORTE CITY;2012;2285.0
(42.4700957, -92.3088197);Black Hawk;EVANSDALE;2012;4757.0
(42.4700957, -92.3088197);Black Hawk;HUDSON;2012;2307.0
(42.4700957, -92.3088197);Black Hawk;DUNKERTON;2012;850.0
(42.4700957, -92.3088197);Black Hawk;CEDAR FALLS;2012;39855.0
(42.4700957, -92.3088197);Black Hawk;GILBERTVILLE;2012;739.0
(42.4700957, -92.3088197);Black Hawk;JANESVILLE;2012;129.0
(42.4700957, -92.3088197);Black Hawk;BALANCE OF BLACK HAWK COUNTY;2011;10410.0
(42.4700957, -92.3088197);Black Hawk;GILBERTVILLE;2011;721.0
(42.4700957, -92.3088197);Black Hawk;RAYMOND;2011;788.0
(42.4700957, -92.3088197);Black Hawk;WATERLOO;2011;68399.0
(42.4700957, -92.3088197);Black Hawk;JESUP;2011;120.0
(42.4700957, -92.3088197);Black Hawk;HUDSON;2011;2295.0
(42.4700957, -92.3088197);Black Hawk;LA PORTE CITY;2011;2289.0
(42.4700957, -92.3088197);Black Hawk;CEDAR FALLS;2011;39583.0
(42.4700957, -92.3088197);Black Hawk;EVANSDALE;2011;4761.0
(42.4700957, -92.3088197);Black Hawk;DUNKERTON;2011;853.0
(42.4700957, -92.3088197);Black Hawk;ELK RUN HEIGHTS;2011;1124.0
(42.4700957, -92.3088197);Black Hawk;JANESVILLE;2011;127.0
(42.4700957, -92.3088197);Black Hawk;ELK RUN HEIGHTS;2010;1118.0
(42.4700957, -92.3088197);Black Hawk;WATERLOO;2010;68397.0
(42.4700957, -92.3088197);Black Hawk;JESUP;2010;117.0
(42.4700957, -92.3088197);Black Hawk;RAYMOND;2010;788.0
(42.4700957, -92.3088197);Black Hawk;EVANSDALE;2010;4751.0
(42.4700957, -92.3088197);Black Hawk;BALANCE OF BLACK HAWK COUNTY;2010;10393.0
(42.4700957, -92.3088197);Black Hawk;HUDSON;2010;2284.0
(42.4700957, -92.3088197);Black Hawk;GILBERTVILLE;2010;717.0
(42.4700957, -92.3088197);Black Hawk;DUNKERTON;2010;851.0
(42.4700957, -92.3088197);Black Hawk;CEDAR FALLS;2010;39326.0
(42.4700957, -92.3088197);Black Hawk;LA PORTE CITY;2010;2284.0
(42.4700957, -92.3088197);Black Hawk;JANESVILLE;2010;127.0
(42.4700957, -92.3088197);Black Hawk;DUNKERTON;2010;852.0
(42.4700957, -92.3088197);Black Hawk;JESUP;2010;117.0
(42.4700957, -92.3088197);Black Hawk;HUDSON;2010;2282.0
(42.4700957, -92.3088197);Black Hawk;JANESVILLE;2010;127.0
(42.4700957, -92.3088197);Black Hawk;LA PORTE CITY;2010;2285.0
(42.4700957, -92.3088197);Black Hawk;GILBERTVILLE;2010;712.0
(42.4700957, -92.3088197);Black Hawk;RAYMOND;2010;788.0
(42.4700957, -92.3088197);Black Hawk;WATERLOO;2010;68406.0
(42.4700957, -92.3088197);Black Hawk;BALANCE OF BLACK HAWK COUNTY;2010;10393.0
(42.4700957, -92.3088197);Black Hawk;CEDAR FALLS;2010;39260.0
(42.4700957, -92.3088197);Black Hawk;EVANSDALE;2010;4751.0
(42.4700957, -92.3088197);Black Hawk;ELK RUN HEIGHTS;2010;1117.0
(42.0365493, -93.931671);Boone;BEAVER;2017;49.0
(42.0365493, -93.931671);Boone;PILOT MOUND;2017;170.0
(42.0365493, -93.931671);Boone;BOXHOLM;2017;190.0
(42.0365493, -93.931671);Boone;BERKLEY;2017;34.0
(42.0365493, -93.931671);Boone;BALANCE OF BOONE COUNTY;2017;8204.0
(42.0365493, -93.931671);Boone;WOODWARD;2017;448.0
(42.0365493, -93.931671);Boone;FRASER;2017;106.0
(42.0365493, -93.931671);Boone;SHELDAHL;2017;29.0
(42.0365493, -93.931671);Boone;MADRID;2017;2587.0
(42.0365493, -93.931671);Boone;BOONE;2017;12510.0
(42.0365493, -93.931671);Boone;OGDEN;2017;2022.0
(42.0365493, -93.931671);Boone;LUTHER;2017;135.0
(42.0365493, -93.931671);Boone;BALANCE OF BOONE COUNTY;2016;8144.0
(42.0365493, -93.931671);Boone;OGDEN;2016;2026.0
(42.0365493, -93.931671);Boone;PILOT MOUND;2016;170.0
(42.0365493, -93.931671);Boone;SHELDAHL;2016;29.0
(42.0365493, -93.931671);Boone;WOODWARD;2016;448.0
(42.0365493, -93.931671);Boone;LUTHER;2016;119.0
(42.0365493, -93.931671);Boone;MADRID;2016;2576.0
(42.0365493, -93.931671);Boone;BOXHOLM;2016;190.0
(42.0365493, -93.931671);Boone;BERKLEY;2016;34.0
(42.0365493, -93.931671);Boone;BEAVER;2016;49.0
(42.0365493, -93.931671);Boone;BOONE;2016;12528.0
(42.0365493, -93.931671);Boone;FRASER;2016;106.0
(42.0365493, -93.931671);Boone;FRASER;2015;105.0
(42.0365493, -93.931671);Boone;OGDEN;2015;2021.0
(42.0365493, -93.931671);Boone;BALANCE OF BOONE COUNTY;2015;8097.0
(42.0365493, -93.931671);Boone;LUTHER;2015;119.0
(42.0365493, -93.931671);Boone;BOXHOLM;2015;193.0
(42.0365493, -93.931671);Boone;BEAVER;2015;49.0
(42.0365493, -93.931671);Boone;BOONE;2015;12591.0
(42.0365493, -93.931671);Boone;MADRID;2015;2582.0
(42.0365493, -93.931671);Boone;BERKLEY;2015;34.0
(42.0365493, -93.931671);Boone;WOODWARD;2015;448.0
(42.0365493, -93.931671);Boone;PILOT MOUND;2015;171.0
(42.0365493, -93.931671);Boone;SHELDAHL;2015;29.0
(42.0365493, -93.931671);Boone;BERKLEY;2014;32.0
(42.0365493, -93.931671);Boone;PILOT MOUND;2014;170.0
(42.0365493, -93.931671);Boone;BOXHOLM;2014;192.0
(42.0365493, -93.931671);Boone;WOODWARD;2014;449.0
(42.0365493, -93.931671);Boone;BOONE;2014;12535.0
(42.0365493, -93.931671);Boone;LUTHER;2014;119.0
(42.0365493, -93.931671);Boone;SHELDAHL;2014;29.0
(42.0365493, -93.931671);Boone;BALANCE OF BOONE COUNTY;2014;8006.0
(42.0365493, -93.931671);Boone;OGDEN;2014;2015.0
(42.0365493, -93.931671);Boone;BEAVER;2014;49.0
(42.0365493, -93.931671);Boone;MADRID;2014;2583.0
(42.0365493, -93.931671);Boone;FRASER;2014;103.0
(42.0365493, -93.931671);Boone;LUTHER;2013;121.0
(42.0365493, -93.931671);Boone;SHELDAHL;2013;29.0
(42.0365493, -93.931671);Boone;WOODWARD;2013;450.0
(42.0365493, -93.931671);Boone;BALANCE OF BOONE COUNTY;2013;7977.0
(42.0365493, -93.931671);Boone;OGDEN;2013;2028.0
(42.0365493, -93.931671);Boone;MADRID;2013;2558.0
(42.0365493, -93.931671);Boone;BOONE;2013;12573.0
(42.0365493, -93.931671);Boone;PILOT MOUND;2013;170.0
(42.0365493, -93.931671);Boone;BOXHOLM;2013;192.0
(42.0365493, -93.931671);Boone;BERKLEY;2013;32.0
(42.0365493, -93.931671);Boone;FRASER;2013;103.0
(42.0365493, -93.931671);Boone;BEAVER;2013;50.0
(42.0365493, -93.931671);Boone;SHELDAHL;2012;29.0
(42.0365493, -93.931671);Boone;FRASER;2012;103.0
(42.0365493, -93.931671);Boone;WOODWARD;2012;450.0
(42.0365493, -93.931671);Boone;BEAVER;2012;47.0
(42.0365493, -93.931671);Boone;PILOT MOUND;2012;171.0
(42.0365493, -93.931671);Boone;OGDEN;2012;2019.0
(42.0365493, -93.931671);Boone;MADRID;2012;2543.0
(42.0365493, -93.931671);Boone;BERKLEY;2012;32.0
(42.0365493, -93.931671);Boone;LUTHER;2012;121.0
(42.0365493, -93.931671);Boone;BOONE;2012;12529.0
(42.0365493, -93.931671);Boone;BALANCE OF BOONE COUNTY;2012;7900.0
(42.0365493, -93.931671);Boone;BOXHOLM;2012;193.0
(42.0365493, -93.931671);Boone;BOXHOLM;2011;194.0
(42.0365493, -93.931671);Boone;SHELDAHL;2011;29.0
(42.0365493, -93.931671);Boone;BERKLEY;2011;32.0
(42.0365493, -93.931671);Boone;PILOT MOUND;2011;173.0
(42.0365493, -93.931671);Boone;WOODWARD;2011;452.0
(42.0365493, -93.931671);Boone;MADRID;2011;2562.0
(42.0365493, -93.931671);Boone;OGDEN;2011;2042.0
(42.0365493, -93.931671);Boone;BALANCE OF BOONE COUNTY;2011;7906.0
(42.0365493, -93.931671);Boone;BOONE;2011;12624.0
(42.0365493, -93.931671);Boone;BEAVER;2011;48.0
(42.0365493, -93.931671);Boone;LUTHER;2011;122.0
(42.0365493, -93.931671);Boone;FRASER;2011;102.0
(42.0365493, -93.931671);Boone;BALANCE OF BOONE COUNTY;2010;7878.0
(42.0365493, -93.931671);Boone;BERKLEY;2010;32.0
(42.0365493, -93.931671);Boone;LUTHER;2010;122.0
(42.0365493, -93.931671);Boone;BOONE;2010;12638.0
(42.0365493, -93.931671);Boone;PILOT MOUND;2010;173.0
(42.0365493, -93.931671);Boone;BOXHOLM;2010;194.0
(42.0365493, -93.931671);Boone;MADRID;2010;2561.0
(42.0365493, -93.931671);Boone;OGDEN;2010;2041.0
(42.0365493, -93.931671);Boone;BEAVER;2010;48.0
(42.0365493, -93.931671);Boone;SHELDAHL;2010;29.0
(42.0365493, -93.931671);Boone;WOODWARD;2010;452.0
(42.0365493, -93.931671);Boone;FRASER;2010;102.0
(42.0365493, -93.931671);Boone;BERKLEY;2010;32.0
(42.0365493, -93.931671);Boone;BEAVER;2010;48.0
(42.0365493, -93.931671);Boone;PILOT MOUND;2010;173.0
(42.0365493, -93.931671);Boone;FRASER;2010;102.0
(42.0365493, -93.931671);Boone;BALANCE OF BOONE COUNTY;2010;8357.0
(42.0365493, -93.931671);Boone;OGDEN;2010;2044.0
(42.0365493, -93.931671);Boone;WOODWARD;2010;
(42.0365493, -93.931671);Boone;SHELDAHL;2010;29.0
(42.0365493, -93.931671);Boone;BOONE;2010;12661.0
(42.0365493, -93.931671);Boone;BOXHOLM;2010;195.0
(42.0365493, -93.931671);Boone;LUTHER;2010;122.0
(42.0365493, -93.931671);Boone;MADRID;2010;2543.0
(42.7745873, -92.3180548);Bremer;READLYN;2017;838.0
(42.7745873, -92.3180548);Bremer;TRIPOLI;2017;1353.0
(42.7745873, -92.3180548);Bremer;SUMNER;2017;1972.0
(42.7745873, -92.3180548);Bremer;WAVERLY;2017;10126.0
(42.7745873, -92.3180548);Bremer;PLAINFIELD;2017;418.0
(42.7745873, -92.3180548);Bremer;FREDERIKA;2017;201.0
(42.7745873, -92.3180548);Bremer;BALANCE OF BREMER COUNTY;2017;7316.0
(42.7745873, -92.3180548);Bremer;JANESVILLE;2017;849.0
(42.7745873, -92.3180548);Bremer;DENVER;2017;1838.0
(42.7745873, -92.3180548);Bremer;PLAINFIELD;2016;422.0
(42.7745873, -92.3180548);Bremer;SUMNER;2016;1975.0
(42.7745873, -92.3180548);Bremer;JANESVILLE;2016;842.0
(42.7745873, -92.3180548);Bremer;DENVER;2016;1828.0
(42.7745873, -92.3180548);Bremer;READLYN;2016;832.0
(42.7745873, -92.3180548);Bremer;FREDERIKA;2016;200.0
(42.7745873, -92.3180548);Bremer;BALANCE OF BREMER COUNTY;2016;7270.0
(42.7745873, -92.3180548);Bremer;WAVERLY;2016;10069.0
(42.7745873, -92.3180548);Bremer;TRIPOLI;2016;1346.0
(42.7745873, -92.3180548);Bremer;WAVERLY;2015;10040.0
(42.7745873, -92.3180548);Bremer;PLAINFIELD;2015;429.0
(42.7745873, -92.3180548);Bremer;BALANCE OF BREMER COUNTY;2015;7261.0
(42.7745873, -92.3180548);Bremer;DENVER;2015;1822.0
(42.7745873, -92.3180548);Bremer;SUMNER;2015;1990.0
(42.7745873, -92.3180548);Bremer;JANESVILLE;2015;841.0
(42.7745873, -92.3180548);Bremer;TRIPOLI;2015;1347.0
(42.7745873, -92.3180548);Bremer;FREDERIKA;2015;200.0
(42.7745873, -92.3180548);Bremer;READLYN;2015;831.0
(42.7745873, -92.3180548);Bremer;JANESVILLE;2014;833.0
(42.7745873, -92.3180548);Bremer;TRIPOLI;2014;1342.0
(42.7745873, -92.3180548);Bremer;WAVERLY;2014;10010.0
(42.7745873, -92.3180548);Bremer;BALANCE OF BREMER COUNTY;2014;7229.0
(42.7745873, -92.3180548);Bremer;DENVER;2014;1808.0
(42.7745873, -92.3180548);Bremer;PLAINFIELD;2014;430.0
(42.7745873, -92.3180548);Bremer;READLYN;2014;828.0
(42.7745873, -92.3180548);Bremer;FREDERIKA;2014;199.0
(42.7745873, -92.3180548);Bremer;SUMNER;2014;1995.0
(42.7745873, -92.3180548);Bremer;JANESVILLE;2013;814.0
(42.7745873, -92.3180548);Bremer;PLAINFIELD;2013;432.0
(42.7745873, -92.3180548);Bremer;READLYN;2013;822.0
(42.7745873, -92.3180548);Bremer;FREDERIKA;2013;197.0
(42.7745873, -92.3180548);Bremer;SUMNER;2013;1998.0
(42.7745873, -92.3180548);Bremer;WAVERLY;2013;10028.0
(42.7745873, -92.3180548);Bremer;DENVER;2013;1791.0
(42.7745873, -92.3180548);Bremer;BALANCE OF BREMER COUNTY;2013;7168.0
(42.7745873, -92.3180548);Bremer;TRIPOLI;2013;1323.0
(42.7745873, -92.3180548);Bremer;JANESVILLE;2012;811.0
(42.7745873, -92.3180548);Bremer;SUMNER;2012;1998.0
(42.7745873, -92.3180548);Bremer;WAVERLY;2012;9997.0
(42.7745873, -92.3180548);Bremer;TRIPOLI;2012;1319.0
(42.7745873, -92.3180548);Bremer;BALANCE OF BREMER COUNTY;2012;7137.0
(42.7745873, -92.3180548);Bremer;DENVER;2012;1783.0
(42.7745873, -92.3180548);Bremer;PLAINFIELD;2012;434.0
(42.7745873, -92.3180548);Bremer;FREDERIKA;2012;196.0
(42.7745873, -92.3180548);Bremer;READLYN;2012;816.0
(42.7745873, -92.3180548);Bremer;BALANCE OF BREMER COUNTY;2011;7084.0
(42.7745873, -92.3180548);Bremer;READLYN;2011;811.0
(42.7745873, -92.3180548);Bremer;TRIPOLI;2011;1313.0
(42.7745873, -92.3180548);Bremer;DENVER;2011;1768.0
(42.7745873, -92.3180548);Bremer;PLAINFIELD;2011;434.0
(42.7745873, -92.3180548);Bremer;FREDERIKA;2011;196.0
(42.7745873, -92.3180548);Bremer;SUMNER;2011;1992.0
(42.7745873, -92.3180548);Bremer;JANESVILLE;2011;804.0
(42.7745873, -92.3180548);Bremer;WAVERLY;2011;9974.0
(42.7745873, -92.3180548);Bremer;READLYN;2010;812.0
(42.7745873, -92.3180548);Bremer;BALANCE OF BREMER COUNTY;2010;7075.0
(42.7745873, -92.3180548);Bremer;JANESVILLE;2010;805.0
(42.7745873, -92.3180548);Bremer;SUMNER;2010;2006.0
(42.7745873, -92.3180548);Bremer;DENVER;2010;1767.0
(42.7745873, -92.3180548);Bremer;WAVERLY;2010;9883.0
(42.7745873, -92.3180548);Bremer;PLAINFIELD;2010;436.0
(42.7745873, -92.3180548);Bremer;FREDERIKA;2010;195.0
(42.7745873, -92.3180548);Bremer;TRIPOLI;2010;1316.0
(42.7745873, -92.3180548);Bremer;BALANCE OF BREMER COUNTY;2010;7073.0
(42.7745873, -92.3180548);Bremer;PLAINFIELD;2010;436.0
(42.7745873, -92.3180548);Bremer;JANESVILLE;2010;803.0
(42.7745873, -92.3180548);Bremer;DENVER;2010;1780.0
(42.7745873, -92.3180548);Bremer;READLYN;2010;808.0
(42.7745873, -92.3180548);Bremer;TRIPOLI;2010;1313.0
(42.7745873, -92.3180548);Bremer;FREDERIKA;2010;183.0
(42.7745873, -92.3180548);Bremer;WAVERLY;2010;9874.0
(42.7745873, -92.3180548);Bremer;SUMNER;2010;2006.0
(42.4707777, -91.8378392);Buchanan;STANLEY;2017;117.0
(42.4707777, -91.8378392);Buchanan;AURORA;2017;164.0
(42.4707777, -91.8378392);Buchanan;HAZLETON;2017;826.0
(42.4707777, -91.8378392);Buchanan;FAIRBANK;2017;838.0
(42.4707777, -91.8378392);Buchanan;QUASQUETON;2017;563.0
(42.4707777, -91.8378392);Buchanan;ROWLEY;2017;266.0
(42.4707777, -91.8378392);Buchanan;BALANCE OF BUCHANAN COUNTY;2017;8172.0
(42.4707777, -91.8378392);Buchanan;BRANDON;2017;309.0
(42.4707777, -91.8378392);Buchanan;WINTHROP;2017;855.0
(42.4707777, -91.8378392);Buchanan;INDEPENDENCE;2017;6050.0
(42.4707777, -91.8378392);Buchanan;JESUP;2017;2583.0
(42.4707777, -91.8378392);Buchanan;LAMONT;2017;459.0
(42.4707777, -91.8378392);Buchanan;ROWLEY;2016;265.0
(42.4707777, -91.8378392);Buchanan;QUASQUETON;2016;555.0
(42.4707777, -91.8378392);Buchanan;INDEPENDENCE;2016;5996.0
(42.4707777, -91.8378392);Buchanan;AURORA;2016;169.0
(42.4707777, -91.8378392);Buchanan;BRANDON;2016;307.0
(42.4707777, -91.8378392);Buchanan;HAZLETON;2016;822.0
(42.4707777, -91.8378392);Buchanan;LAMONT;2016;458.0
(42.4707777, -91.8378392);Buchanan;BALANCE OF BUCHANAN COUNTY;2016;8126.0
(42.4707777, -91.8378392);Buchanan;FAIRBANK;2016;829.0
(42.4707777, -91.8378392);Buchanan;WINTHROP;2016;847.0
